,Unnamed: 0,review_title,review,rate,category,rating,Polarity,Analysis,summarization
82,82,Classy product,"Superb Quality , Nothing like apple , No need to go for iwatch 4 or 5 if don't have requirement of cellular version.All features work perfectly ,i really Loves its feel on hand...42mm size is perfect for mature man's hand.For girls go for 38 mm variant.Battery backup is for 2 days normal use.Cannot use apple watch if don't have iphone..Even you can't start it first time.READ MORE",5Classy product,apple-watch-series-3-gps-42-mm-space-grey-aluminium-case-black-sport-band,5,0.4571428571428572,Positive," Superb Quality , Nothing like apple , No need to go for iwatch 4 or 5 if don't have requirement of cellular version.All features work perfectly ,i really Loves its feel on hand...42mm size is perfect for mature man's hand.For girls go for 38 mm variant.Battery backup is for 2 days normal use.Cannot use apple watch if don't have iphone..Even you can't start it first time.READ MORE"
83,83,Classy product,"Apple does seem to release stable product over time and has not ever shrunk from selling stable and durable products.Here are some findings after using the product for over 7 months now.Battery- Easily lasts for 2 days with 5% still to spare. Mind you I had done a 5Km walk climbed multiple stairs i these two days.Call & Voice- very easy to hear and crisp voice when used as a handsfree, very useful while drivingDurability- without any protective casing the watch fell once and got knocked o...READ MORE",5Classy product,apple-watch-series-3-gps-42-mm-space-grey-aluminium-case-black-sport-band,5,0.3561111111111111,Positive," Apple does seem to release stable product over time and has not ever shrunk from selling stable and durable products.Here are some findings after using the product for over 7 months now.Battery- Easily lasts for 2 days with 5% still to spare. Mind you I had done a 5Km walk climbed multiple stairs i these two days.Call & Voice- very easy to hear and crisp voice when used as a handsfree, very useful while drivingDurability- without any protective casing the watch fell once and got knocked o...READ MORE"
84,84,Simply awesome,Just just amazing and fall in love at firs glance. Truly love at first sight..! Apple you are amazing..! Incredible Flipkart for discount and fast delivery. Got delivered one day before my Europe trip... So much happy...! Guys go for it..! Classsss is here..!READ MORE,5Simply awesome,apple-watch-series-3-gps-42-mm-space-grey-aluminium-case-black-sport-band,5,0.5847222222222223,Positive, Just just amazing and fall in love at firs glance. Truly love at first sight..! Apple you are amazing..! Got delivered one day before my Europe trip... So much happy...! Guys go for it..! Classsss is here..!READ MORE
85,85,Best in the market!,Apple watch does not need introduction..I am really impressed by the smooth operation and the kind of functionality it provides..  a must buy watch.. worth the money.  According to its price point especially during festive seasons it justifies its value for money more than series 4 or 5.READ MORE,5Best in the market!,apple-watch-series-3-gps-42-mm-space-grey-aluminium-case-black-sport-band,5,0.4714285714285714,Positive, Apple watch does not need introduction..I am really impressed by the smooth operation and the kind of functionality it provides..  a must buy watch.. worth the money. According to its price point especially during festive seasons it justifies its value for money more than series 4 or 5.READ MORE
86,86,Terrific,My First Apple Watch!!! Simply Amazing.I used to wear China smartwatch earlier but I never felt anything like what I feel after wearing Apple Watch. It’s original and superb.The heart rate monitor is super accurate. Best part is that you simply can access all your notifications in your apple watch which means you don’t need to remove your cell from pocket again and again. You can reply to any messages in your watch itself and also it shows suggestions of auto replies which  I feel is best....READ MORE,5Terrific,apple-watch-series-3-gps-42-mm-space-grey-aluminium-case-black-sport-band,5,0.34406828703703707,Positive, My First Apple Watch!!! Simply Amazing.I used to wear China smartwatch earlier but I never felt anything like what I feel after wearing Apple Watch. It’s original and superb.The heart rate monitor is super accurate. Best part is that you simply can access all your notifications in your apple watch which means you don’t need to remove your cell from pocket again and again. You can reply to any messages in your watch itself and also it shows suggestions of auto replies which  I feel is best....READ MORE
87,87,Best in the market!,best woman's day gift to my life.. perfect smart watch.. calling. chating.. alarm.. special when many things u cary via hands n cant able to answer call than most useful gudget.READ MORE,5Best in the market!,apple-watch-series-3-gps-42-mm-space-grey-aluminium-case-black-sport-band,5,0.5412698412698412,Positive, best woman's day gift to my life.. perfect smart watch.. calling. chating.. alarm.. special when many things u cary via hands n cant able to answer call than most useful gudget.READ MORE
88,88,Pretty good,"Product is great ,but delivery took too long , happy with the watch and hoping for it to work good for days and years to come.READ MORE",4Pretty good,apple-watch-series-3-gps-42-mm-space-grey-aluminium-case-black-sport-band,4,0.55,Positive," Product is great ,but delivery took too long , happy with the watch and hoping for it to work good for days and years to come.READ MORE"
89,89,Terrific purchase,Seriously I can’t express my inner feelings....this watching is tooo special for me. I means what I need in smart watch...this watch is giving me all that things like Call All notifications Whatsapp mesgs reply All types of tracking And 3rd party apps working The best thing is that I can check map or location in the watchREAD MORE,5Terrific purchase,apple-watch-series-3-gps-42-mm-space-grey-aluminium-case-black-sport-band,5,0.24829931972789115,Positive, Seriously I can’t express my inner feelings....this watching is tooo special for me. I means what I need in smart watch...this watch is giving me all that things like Call All notifications Whatsapp mesgs reply All types of tracking And 3rd party apps working The best thing is that I can check map or location in the watchREAD MORE
90,90,Fabulous!,"Upgraded to this from a Series 2, so along with this review I thought I’d do a comparison between them for those of you confused about which one to get.First off, both the Series 2 and Series 3 are identical, looks wise. Since we’re not getting the LTE model of the Series 3 (which feature the red dot on the Digital Crown) in India because of lack of supporting cellular infrastructure, we have the GPS models only. That said, the Series 3 GPS has a composite (plastic) back instead of the supe...READ MORE",5Fabulous!,apple-watch-series-3-gps-42-mm-space-grey-aluminium-case-black-sport-band,5,0.13124999999999998,Positive," Upgraded to this from a Series 2, so along with this review I thought I’d do a comparison between them for those of you confused about which one to get.First off, both the Series 2 and Series 3 are identical, looks wise. Since we’re not getting the LTE model of the Series 3 (which feature the red dot on the Digital Crown) in India because of lack of supporting cellular infrastructure, we have the GPS models only. That said, the Series 3 GPS has a composite (plastic) back instead of the supe...READ MORE"
91,91,Totally awesome product,"One moe awesome product from Apple. Really a good addition and companion to my iPhone. Fitness tracking capability is really good. You can compare it with dedicated medical instruments or fitness instruments from the ones who performed these testing. Totally its an awesome product. And people please dont day its costly. Yes I know it is costly, but when compared with others, I think the price is justifiable for the amount of work that it does. And you get a really better support compared to...READ MORE",5Totally awesome product,apple-watch-series-3-gps-42-mm-space-grey-aluminium-case-black-sport-band,5,0.55,Positive," One moe awesome product from Apple. Really a good addition and companion to my iPhone. Fitness tracking capability is really good. You can compare it with dedicated medical instruments or fitness instruments from the ones who performed these testing. Totally its an awesome product. And people please dont day its costly. Yes I know it is costly, but when compared with others, I think the price is justifiable for the amount of work that it does. And you get a really better support compared to...READ MORE"
92,92,Simply awesome,One of best investments I made. Considering I bought in big billion day sale. It has good battery life of 2.5 days with gps turned off. Excellent tracker with precise heart beat calculation. Tried comparing with my treadmill data. Precise calculation of steps. Love everything about it. Must buy if u r in the Apple ECOSYSTEM. Buy a stainless steel strap for classy look.READ MORE,5Simply awesome,apple-watch-series-3-gps-42-mm-space-grey-aluminium-case-black-sport-band,5,0.48,Positive, One of best investments I made. Considering I bought in big billion day sale. It has good battery life of 2.5 days with gps turned off. Excellent tracker with precise heart beat calculation. Tried comparing with my treadmill data. Precise calculation of steps. Love everything about it. Must buy if u r in the Apple ECOSYSTEM. Buy a stainless steel strap for classy look.READ MORE
93,93,Preimum yet elegant!,I am much impressed with the facilities i am getting in this watch. But firstly the major thing that impressed me is that you dont feel like its a gadget to play upon. Its firstly a watch and they worked best to give us the best watch experience. The only lag which i came upon was that it does not have sleeping records. Whereas only 1k product like mi band also supports your sleeping records. I guess paying 32k and not getting these very small facilities may turn your good views off towards ...READ MORE,5Preimum yet elegant!,apple-watch-series-3-gps-42-mm-space-grey-aluminium-case-black-sport-band,5,0.453125,Positive, I am much impressed with the facilities i am getting in this watch. But firstly the major thing that impressed me is that you dont feel like its a gadget to play upon. Its firstly a watch and they worked best to give us the best watch experience. The only lag which i came upon was that it does not have sleeping records. Whereas only 1k product like mi band also supports your sleeping records. I guess paying 32k and not getting these very small facilities may turn your good views off towards ...READ MORE
94,94,Wonderful,Best watch in its segment and he coolest part of it is that got it for a great deal and faster delivery of within 24 hours!!! Now that’s impressive by Flipkart!! Anyone wanting for this watch should go for it and trust me you will be impressed and will not regret!READ MORE,5Wonderful,apple-watch-series-3-gps-42-mm-space-grey-aluminium-case-black-sport-band,5,0.9,Positive, Best watch in its segment and he coolest part of it is that got it for a great deal and faster delivery of within 24 hours!!! Anyone wanting for this watch should go for it and trust me you will be impressed and will not regret!READ MORE
95,95,Best in the market!,Apple iWatch series3 is one of the best purchase that I have made so far. I really loved the watch the functions is really easy and its handy to use.I will recommend everyone to buy this watch.and also to buy from flipkart as the delivery was really fast and the discount was really good.READ MORE,5Best in the market!,apple-watch-series-3-gps-42-mm-space-grey-aluminium-case-black-sport-band,5,0.46666666666666673,Positive, Apple iWatch series3 is one of the best purchase that I have made so far. I really loved the watch the functions is really easy and its handy to use.I will recommend everyone to buy this watch.and also to buy from flipkart as the delivery was really fast and the discount was really good.READ MORE
